hidden_layers,learning_rate,activation,dropout,val_accuracy,train_accuracy,test_accuracy,val_f1,val_precision,val_recall,test_f1,test_precision,test_recall,l2_penalty
"[32, 512, 256]",0.01,relu,0,0.6518218623481782,0.9830966869506423,0.6255060728744939,0.27923499872870583,0.3039653784219002,0.290736495015281,0.26679618088027335,0.26531405591270674,0.2792353962566728,0.0
"[16, 64, 64, 256]",0.0005,relu,0,0.6781376518218624,0.9790398918187965,0.6255060728744939,0.3102845162292881,0.38778242122447415,0.28960379288914956,0.2683134153679192,0.30501443001443,0.25612209337960273,0.01
"[16, 256, 64, 8]",0.005,relu,0.5,0.6052631578947368,0.77552400270453,0.5748987854251012,0.2425565206558673,0.23901491586680887,0.25959143545579716,0.22803833821046174,0.2123826342576343,0.2525819629543034,0.01
"[16, 512, 8]",0.001,relu,0.5,0.2773279352226721,0.4056795131845842,0.26720647773279355,0.1747735837983123,0.20281486223671383,0.26002103540432703,0.17529433273471715,0.21910242205081398,0.27451782625437193,0.1
"[256, 64]",0.01,relu,0.5,0.6659919028340081,0.9607843137254902,0.6275303643724697,0.2996170390941119,0.3637280425754444,0.2972904412203536,0.26863431571932916,0.28272268282312923,0.2709100137526295,0.0
"[32, 32, 256]",0.01,relu,0,0.6174089068825911,0.8776200135226504,0.611336032388664,0.3321020192058872,0.4061032398266586,0.3530245187199192,0.3205360490131617,0.3151493403541902,0.3487544966933265,0.01
"[128, 128]",0.001,relu,0.1,0.6821862348178138,0.973630831643002,0.6497975708502024,0.3169701574298902,0.3762671610808213,0.30294971197662063,0.29131845153529373,0.3452173764673765,0.27648469998282266,0.01
"[32, 512, 16]",0.001,relu,0.5,0.6923076923076923,0.9323867478025692,0.6417004048582996,0.4224824110613578,0.5018304807146051,0.41119058687894733,0.35558166510517086,0.3599075342543965,0.35806630759305985,0.0
"[256, 128, 64]",0.0005,relu,0.1,0.6700404858299596,0.9871534820824882,0.6356275303643725,0.3006879258147006,0.36550752343514414,0.2844531767012994,0.27615381456844873,0.3266662066004171,0.2625766664799831,0.0
"[128, 32, 64, 32]",0.001,relu,0.25,0.6761133603238867,0.9776876267748479,0.6376518218623481,0.3156771441438857,0.34523010884056976,0.3087814584998565,0.2985733124704761,0.3257810728770436,0.28902010480546153,0.01
"[512, 16, 256]",0.0005,relu,0.25,0.6842105263157895,0.9560513860716701,0.6336032388663968,0.36314868074089324,0.48717766938898965,0.3393386894834016,0.30929249441004475,0.3189724627224627,0.3057435801099756,0.0
"[512, 256, 256, 256]",0.001,relu,0,0.645748987854251,0.9722785665990534,0.6376518218623481,0.26748832442756654,0.30228432506765673,0.26528706781366357,0.3026409921880593,0.3746946502124172,0.2882145435141368,0.001
"[64, 512, 16, 64]",0.01,relu,0.1,0.49190283400809715,0.5828262339418526,0.4797570850202429,0.1709513058247743,0.36352348631760395,0.2193459727486636,0.16359805256605675,0.25410334065154155,0.19730785942456783,0.0
"[128, 32, 8]",0.0005,relu,0.5,0.6659919028340081,0.9452332657200812,0.6396761133603239,0.33389283323947067,0.3435722047745841,0.32963178230700135,0.32716948784262184,0.3349108965034404,0.32227025683690264,0.001
"[128, 256, 8, 128]",0.005,relu,0.25,0.6477732793522267,0.9168356997971603,0.6093117408906883,0.25997582221227017,0.419409251300751,0.24732760136389673,0.2268080795409922,0.2790794252527281,0.2179395025139706,0.0
"[64, 64, 256]",0.001,relu,0.1,0.6720647773279352,0.9675456389452333,0.6437246963562753,0.3169513369282205,0.38262775958331446,0.29741586148031707,0.29460019494152484,0.34129574825212716,0.27808298161865125,0.01
[64],0.005,relu,0,0.6700404858299596,0.9574036511156186,0.6295546558704453,0.3187671712195544,0.34651221303449026,0.3087986451565926,0.2834854694244736,0.29574117215925455,0.28153936594174395,0.0
"[16, 32, 128]",0.005,relu,0.5,0.6437246963562753,0.9655172413793104,0.6214574898785425,0.3364136439517419,0.3695955712764116,0.31682264035205215,0.3041084027796067,0.3468401116427432,0.2846313146688616,0.0
"[128, 64, 16, 32]",0.01,relu,0.1,0.5870445344129555,0.8728870858688302,0.5668016194331984,0.23897730094915792,0.2928711940239076,0.24799098308172152,0.21122745076685145,0.24702505599616897,0.23977587216010246,0.001
"[256, 256, 512, 512]",0.001,relu,0,0.631578947368421,1.0,0.6153846153846154,0.282243302388861,0.31887939662053477,0.2715982324868432,0.2627465647656291,0.31324306332892377,0.2523710397224164,0.0
"[512, 64, 128, 512]",0.001,relu,0.1,0.6558704453441295,0.9296822177146721,0.6072874493927125,0.3527480087851605,0.43777124124003636,0.33070370773749996,0.31785369569872896,0.36501633075637796,0.3106789566543947,0.1
"[128, 128]",0.001,relu,0.5,0.680161943319838,0.9540229885057471,0.6396761133603239,0.3135509227614491,0.3596861471861471,0.30324086421552005,0.2910104495907626,0.31941386901485963,0.28381218255279583,0.01
"[512, 64]",0.01,relu,0,0.6396761133603239,0.9993238674780257,0.6396761133603239,0.27884773272704305,0.31842144035832154,0.26623103680362753,0.2808106160587778,0.32376926434290526,0.2702218956912324,0.1
"[64, 32, 16, 32]",0.01,relu,0.25,0.5991902834008097,0.8776200135226504,0.5668016194331984,0.24442833508370543,0.32323717948717945,0.25476174162031484,0.2370983937250642,0.28063640127809597,0.27254272032901566,0.001
"[16, 32]",0.005,relu,0.1,0.6700404858299596,0.9526707234617985,0.6417004048582996,0.308431497423941,0.35020678175423525,0.3027077900356999,0.2897980096223686,0.3272707622077575,0.2823153107101793,0.0
"[8, 256, 32, 8]",0.0005,relu,0.1,0.6295546558704453,0.991210277214334,0.6012145748987854,0.28795404297261235,0.4582353945474868,0.2703048842950282,0.24440471512345946,0.30423406653434304,0.25277649561911136,0.0
"[128, 8, 64]",0.0005,relu,0.5,0.4311740890688259,0.5179175118323192,0.38461538461538464,0.19711505912811547,0.22817069075623533,0.26579152510003573,0.1854768345132333,0.21388769832401894,0.283362572591296,0.0
"[128, 32, 64]",0.005,relu,0.5,0.6639676113360324,0.9242731575388776,0.6275303643724697,0.35984312427773457,0.44659073565323565,0.36127791048003816,0.2919140081372441,0.318147191308956,0.30263285332121376,0.001
"[512, 512, 512]",0.01,relu,0,0.2894736842105263,0.3096686950642326,0.3299595141700405,0.18927922697261512,0.22394699872495924,0.2771110760511574,0.1867707835092351,0.24915014552845183,0.2748313596092069,0.01
"[8, 32]",0.001,relu,0.5,0.5344129554655871,0.592292089249493,0.5222672064777328,0.1478009651088434,0.25397947827031137,0.17614513754219638,0.1058460311486773,0.12278894748406943,0.151480463980464,0.0
"[8, 64]",0.005,relu,0.25,0.6639676113360324,0.966869506423259,0.6477732793522267,0.38473609769699935,0.44452013960509107,0.35509786763306783,0.33478990784690266,0.3739010630174423,0.31700430380420996,0.0
"[128, 64, 64]",0.005,relu,0.1,0.6680161943319838,0.9966193373901284,0.6214574898785425,0.3463170414455007,0.3964354219948849,0.32120527008668437,0.28710174724058346,0.3209003704528001,0.27081353821810644,0.01
"[16, 32]",0.005,relu,0.5,0.6720647773279352,0.9803921568627451,0.6376518218623481,0.3120791239295396,0.3817569611234585,0.29657971307689707,0.2887117057360924,0.33064897410974237,0.2784889421701061,0.01
"[8, 16]",0.001,relu,0.25,0.291497975708502,0.4117647058823529,0.2408906882591093,0.14232342985256907,0.23683772045333162,0.2370441016013607,0.1209624775174441,0.3241502814246142,0.187661454674909,0.01
[64],0.0005,relu,0.1,0.47368421052631576,0.6889790398918187,0.4534412955465587,0.3020321360272764,0.31285011398809887,0.3902926786453069,0.29997526946152553,0.3127329697047456,0.3774233769383957,0.1
"[128, 8, 8, 256]",0.01,relu,0,0.6497975708502024,0.9479377958079783,0.5991902834008097,0.29404520575732174,0.3564516236447428,0.2736995606989349,0.24731166429776638,0.2752873581957174,0.23805073167557525,0.0
"[64, 64]",0.001,relu,0.25,0.680161943319838,0.9655172413793104,0.6356275303643725,0.3099230964256431,0.36297804417365337,0.298780786108696,0.28331467998339915,0.3199508203952012,0.2731924033159953,0.0
[128],0.001,relu,0.5,0.4534412955465587,0.6970926301555105,0.451417004048583,0.2764074190082064,0.3030281619357948,0.36262300514490753,0.2665992600422244,0.2926309660339839,0.31959247607714436,0.1
"[128, 32]",0.001,relu,0.5,0.6761133603238867,0.966869506423259,0.6295546558704453,0.3120337628499098,0.3399232074930344,0.3067038271199723,0.28866997802178523,0.30947409936784054,0.2821256650652771,0.01
"[256, 512]",0.001,relu,0.25,0.6740890688259109,0.9486139283299526,0.6214574898785425,0.3303506556020503,0.3757436055230173,0.3185729585917321,0.28713108035423796,0.30593955014058105,0.2837916956346243,0.001
"[128, 256]",0.001,relu,0.5,0.6761133603238867,0.9817444219066938,0.6336032388663968,0.3001799659451549,0.3794299051857585,0.2914278449322254,0.28435316272844885,0.3249051810258707,0.27358987895596154,0.0
"[16, 8, 512]",0.005,relu,0.5,0.6396761133603239,0.8823529411764706,0.6012145748987854,0.23418560796454,0.39944546194546193,0.23493589666149112,0.2512118401824284,0.31872849393362407,0.24625697125697127,0.1
"[128, 16]",0.005,relu,0.5,0.6781376518218624,0.9837728194726166,0.6417004048582996,0.3430937969061223,0.39676802814138795,0.32189445231137975,0.30486261016053084,0.32916447975532626,0.2944897776718803,0.0
"[8, 128, 32]",0.01,relu,0.5,0.6234817813765182,0.8559837728194726,0.5850202429149798,0.23642751287955877,0.324588708025034,0.224456150731182,0.21300390875101768,0.3362894917582418,0.204039613183856,0.0
"[32, 8]",0.01,relu,0.25,0.6639676113360324,0.9858012170385395,0.6336032388663968,0.29050417633963316,0.3171080202945045,0.28358769507862125,0.27338409231121014,0.32641325771396273,0.25949638031146166,0.001
"[32, 512]",0.001,relu,0.5,0.6882591093117408,0.9695740365111561,0.6437246963562753,0.32966154352057536,0.36691317321999267,0.3190130214144607,0.29987960660472823,0.32556832262321345,0.29059797954510097,0.1
"[512, 128]",0.0005,relu,0.5,0.6781376518218624,0.9607843137254902,0.6255060728744939,0.30942493192899506,0.355050603953936,0.3019044015993328,0.2914968531702666,0.32073055028462993,0.28237991813555013,0.001
"[32, 128, 512]",0.01,relu,0,0.46356275303643724,0.5862068965517241,0.451417004048583,0.26198461110034177,0.3676737339737135,0.2793227254076754,0.19816066828365111,0.20102612588876326,0.2369789159526331,0.1
[128],0.005,relu,0.25,0.680161943319838,0.9567275185936444,0.645748987854251,0.3061447282404925,0.3393788471501453,0.30614480645769754,0.3017719049478983,0.32675076022533645,0.2943392537416317,0.1
"[64, 32]",0.005,relu,0,0.6740890688259109,0.9587559161595672,0.6336032388663968,0.31480105780226086,0.38701756842731283,0.3037214659163971,0.2918805660090174,0.3315629145147179,0.28573851559615016,0.01
"[16, 8, 8]",0.001,relu,0.25,0.48582995951417,0.6727518593644354,0.46963562753036436,0.2696777568709267,0.29849201148449084,0.34454227635156925,0.29047696504673975,0.3235191310418896,0.31945105077536246,0.001
"[8, 64, 256, 128]",0.005,relu,0.5,0.6275303643724697,0.8803245436105477,0.597165991902834,0.2643674475604195,0.378628663003663,0.25101702905989515,0.2044143935932047,0.24793710233297986,0.21385609949439738,0.001
[256],0.005,relu,0.1,0.6761133603238867,0.9594320486815415,0.645748987854251,0.3045774712215298,0.36321462176867536,0.29532398876891996,0.2926312651584979,0.33900196482803907,0.2844989905769005,0.001
"[128, 8, 64]",0.0005,relu,0,0.6720647773279352,0.9263015551048005,0.6518218623481782,0.32757633164710775,0.35376007656010633,0.31995942591217935,0.322417563996667,0.35727040816326533,0.31353052438002377,0.01
"[64, 8]",0.005,relu,0,0.6558704453441295,0.9526707234617985,0.6093117408906883,0.322137294192784,0.35703714771193257,0.3131327505936392,0.2714079117381004,0.2769448842208235,0.2732330002746148,0.0
"[8, 64, 256, 256]",0.01,relu,0.5,0.548582995951417,0.6112237998647735,0.548582995951417,0.09522333604902411,0.19387755102040816,0.12709859584859584,0.08914473684210525,0.06955852156057495,0.12408424908424909,0.01
"[64, 256, 64]",0.0005,relu,0.5,0.6781376518218624,0.9519945909398242,0.645748987854251,0.33028363470059585,0.35861330238463346,0.32430847351842346,0.3035282825876781,0.32543381873369454,0.29880921714463643,0.01
"[32, 8]",0.005,relu,0.1,0.6680161943319838,0.9641649763353617,0.645748987854251,0.2871402921905102,0.3581904700325753,0.28480245716634955,0.2816460986103843,0.35072434691638216,0.27532898508336556,0.1
"[256, 8]",0.001,relu,0.25,0.680161943319838,0.9513184584178499,0.6417004048582996,0.32755704462555146,0.36971073311056735,0.31573578824048165,0.28931632450503936,0.30901080827067673,0.28513529440469365,0.0
"[64, 64, 512]",0.01,relu,0.5,0.582995951417004,0.8674780256930358,0.5890688259109311,0.27093384326016806,0.37967164013744203,0.28195100934462636,0.2902008135853774,0.35559085509953714,0.31150743572520795,0.1
"[8, 512, 8]",0.0005,relu,0,0.6720647773279352,0.9134550371872887,0.6174089068825911,0.34574264378165687,0.4142066943697379,0.3412749659034077,0.29419735621190707,0.3193658839155932,0.294236628130558,0.1
"[512, 64]",0.0005,relu,0,0.6761133603238867,0.9607843137254902,0.6396761133603239,0.3167124418426207,0.37668926956398135,0.2997384182068162,0.2763769894159154,0.3057577115950902,0.26815674386857113,0.1
"[512, 256, 64]",0.0005,relu,0.5,0.680161943319838,0.9702501690331304,0.6275303643724697,0.3272959482807348,0.365712472138591,0.3112823855158023,0.28351321176937194,0.3073832744106817,0.2735158160298961,0.1
[512],0.0005,relu,0,0.680161943319838,0.9425287356321839,0.6336032388663968,0.32666748179698085,0.35689360119047614,0.31759001631498507,0.301415439469611,0.31653996865203765,0.2956177042926105,0.001
"[16, 8, 128]",0.001,relu,0.25,0.680161943319838,0.8951994590939825,0.6174089068825911,0.3439064307621115,0.36311478014064225,0.3394917476582058,0.30131073770325534,0.3036229197561377,0.3064534860920969,0.0
"[16, 256]",0.0005,relu,0.1,0.6680161943319838,0.9519945909398242,0.645748987854251,0.3043568621303387,0.3390131970847607,0.30407510241677954,0.296291670384574,0.34377114767923883,0.28673526940892397,0.1
"[512, 64]",0.01,relu,0.5,0.6497975708502024,0.9743069641649763,0.6295546558704453,0.3027919453915512,0.33592674676556256,0.29121849710085007,0.2867653640681359,0.30504832654365366,0.28081616856648145,0.001
"[256, 256]",0.01,relu,0,0.631578947368421,0.9688979039891819,0.6174089068825911,0.3107459770213685,0.3523320641457224,0.30041206132413895,0.2725970934685577,0.2985328831454044,0.2604296895989637,0.001
"[512, 512, 16]",0.01,relu,0.5,0.4493927125506073,0.5801217038539553,0.41700404858299595,0.19327480884734435,0.22321670283739248,0.24458534224648115,0.20346981456008437,0.2433288794270304,0.23752004847514863,0.0
"[512, 8, 128]",0.0005,relu,0.5,0.6376518218623481,0.8850574712643678,0.5870445344129555,0.3094934474306499,0.3458915150027173,0.3176205795495533,0.2757202184817768,0.2828821948764146,0.2891605627447304,0.1
"[128, 8]",0.0005,relu,0.1,0.680161943319838,0.9614604462474645,0.631578947368421,0.33271101149611715,0.38080271850418806,0.3156808699283668,0.2968643778871421,0.33362743323680827,0.2831962856211918,0.01
[128],0.01,relu,0.1,0.6842105263157895,0.9756592292089249,0.631578947368421,0.31499508179049773,0.3580954731064016,0.30321322436466364,0.28693664089578824,0.315711861379064,0.278392514390637,0.0
[32],0.01,relu,0.25,0.6842105263157895,0.966869506423259,0.645748987854251,0.3113886294921514,0.36530954680705774,0.30425045897511477,0.2998335620734771,0.3258640502440897,0.2959726727717967,0.0
"[8, 8, 512]",0.001,relu,0.25,0.6821862348178138,0.9587559161595672,0.6396761133603239,0.3416754469945124,0.4039950396825397,0.3243680021292662,0.2894384402967241,0.3267156512204424,0.2808850042501482,0.0
"[32, 256, 256, 16]",0.01,relu,0.5,0.4473684210526316,0.4665314401622718,0.4230769230769231,0.17578641396057126,0.16242299517678854,0.20629757358480763,0.15730809479075306,0.21708216314484566,0.17396654165271186,0.0
"[32, 32, 512]",0.005,relu,0.5,0.6720647773279352,0.9357674104124408,0.6255060728744939,0.32438704033825566,0.3619586783988958,0.3098718599735496,0.30230961628855774,0.34421287046287047,0.288735744109649,0.001
"[8, 512]",0.01,relu,0.5,0.6518218623481782,0.9330628803245437,0.611336032388664,0.30134607034303085,0.4008076312135399,0.27006107732015117,0.24914956887233652,0.33154358724521066,0.22812459459831175,0.001
"[32, 8]",0.01,relu,0.5,0.680161943319838,0.9722785665990534,0.6477732793522267,0.33205577350666127,0.3442596636401946,0.327605487610181,0.318184474715997,0.3246840231419671,0.3161416016547431,0.01
"[256, 512, 64]",0.0005,relu,0.5,0.6680161943319838,0.9587559161595672,0.6336032388663968,0.32125540919220474,0.3618399296853244,0.3066193109997866,0.29337446465762906,0.3266578950961118,0.28082750200240814,0.0
"[128, 32, 8, 128]",0.001,relu,0.25,0.6477732793522267,0.9837728194726166,0.6093117408906883,0.25171886576412744,0.296020743650054,0.24700948300760564,0.23258082846220388,0.292472382689774,0.22721908907766228,0.0
"[16, 512, 128]",0.0005,relu,0.25,0.6720647773279352,0.9844489519945909,0.6417004048582996,0.3139025702449515,0.37169549633409704,0.298534460377389,0.28774765414649894,0.3158306622462702,0.28241991105727027,0.01
"[512, 8, 32]",0.005,relu,0.5,0.6558704453441295,0.9039891818796484,0.5809716599190283,0.33771770362309417,0.38018613370032434,0.333400196862337,0.30604721348304226,0.34517560473152575,0.3053534828839898,0.0
"[256, 64, 8]",0.001,relu,0.5,0.6720647773279352,0.9716024340770791,0.6194331983805668,0.3660734406801037,0.38860434726497317,0.35783699685842985,0.3315386920563701,0.3493545980136149,0.3230232509135826,0.0
"[512, 64]",0.001,relu,0.25,0.6761133603238867,0.982420554428668,0.6396761133603239,0.29924047117279884,0.375096675838477,0.285317787116911,0.2796649877776642,0.33494717721869877,0.26456857753791424,0.0
"[8, 8]",0.0005,relu,0.5,0.2408906882591093,0.35023664638269103,0.25708502024291496,0.1606325205448804,0.1755176037404993,0.2799055119533843,0.16492746652827667,0.1988165336292372,0.288070924706563,0.0
"[512, 32, 512, 256]",0.001,relu,0.5,0.6619433198380567,0.973630831643002,0.6234817813765182,0.3104877398089846,0.35129698541959137,0.29499371481536685,0.27832145703701694,0.29880077030812324,0.2698614457062517,0.0
[8],0.0005,relu,0.25,0.22064777327935223,0.40365111561866124,0.2125506072874494,0.17023465262764348,0.25194472376483257,0.2582957537197212,0.18161192834549572,0.2952593738042885,0.2645670656387177,0.0
"[256, 16, 128]",0.001,relu,0.5,0.6740890688259109,0.9716024340770791,0.6477732793522267,0.31494836747787847,0.37825132730998506,0.29888193131309526,0.3004119355632295,0.3514794758849828,0.2850931008784576,0.001
"[512, 64]",0.001,relu,0.5,0.6862348178137652,0.9580797836375929,0.6356275303643725,0.32487154196264556,0.3587282866735882,0.3152427069823816,0.2892576523628579,0.3029936486808942,0.2860278583057056,0.01
"[8, 32]",0.005,relu,0.1,0.680161943319838,0.9986477349560514,0.6255060728744939,0.3283347060849125,0.39249621590845973,0.30382711558399916,0.2734368784914602,0.3262099211710341,0.2548971710814639,0.001
"[32, 8]",0.001,relu,0.5,0.631578947368421,0.8661257606490872,0.6174089068825911,0.3202212945310046,0.3343224090783149,0.32272653443648436,0.33503843727170085,0.34998059984731944,0.33985606902925425,0.001
"[512, 16, 8]",0.01,relu,0.5,0.6275303643724697,0.7964841108857336,0.6052631578947368,0.23405652276009536,0.2743817633523516,0.2380322440162866,0.2387126284740509,0.29153827541022664,0.24535517953071145,0.0
[32],0.005,relu,0.1,0.6761133603238867,0.9770114942528736,0.6356275303643725,0.3068458810996688,0.3523288785501429,0.2938035685219665,0.28226422396134193,0.32560219273793656,0.2680481011206919,0.001
"[512, 64, 512]",0.005,relu,0.5,0.6295546558704453,0.9641649763353617,0.6052631578947368,0.3547244104346398,0.3924868175184641,0.35040463580044307,0.29658728528838224,0.30881727722871505,0.3014100838725369,0.01
"[64, 64, 128]",0.01,relu,0.25,0.6396761133603239,0.9628127112914131,0.6417004048582996,0.26042615739621194,0.257303467808787,0.27172426839980035,0.3086389006699555,0.3704545454545455,0.29808208514012646,0.001
"[16, 16, 8]",0.001,relu,0.25,0.6336032388663968,0.8539553752535497,0.5850202429149798,0.3341110078369535,0.34941150723001047,0.3266720144066828,0.28585290442288613,0.29298877567852577,0.28276193791681903,0.1
[256],0.0005,relu,0.5,0.5728744939271255,0.7667342799188641,0.5506072874493927,0.2903074285992202,0.328330080907569,0.320984771450197,0.30330081641825846,0.36725879201208145,0.30854743046936417,0.1
"[32, 8]",0.01,relu,0.5,0.6538461538461539,0.947261663286004,0.6194331983805668,0.2856866624529668,0.3419078652744715,0.26955237370600327,0.2536161492473636,0.3104165919396445,0.2406358134221088,0.1
"[8, 256, 256]",0.001,relu,0.5,0.6659919028340081,0.9357674104124408,0.6214574898785425,0.3367694271824865,0.35252878818668293,0.3297064712114775,0.29894725350529716,0.30409699675324675,0.29630664580602006,0.001
"[16, 256]",0.005,relu,0.5,0.6700404858299596,0.9729546991210277,0.6437246963562753,0.3149079513353878,0.3602344358248393,0.3056381782523835,0.29277923588819316,0.3267075902801645,0.28984899960338006,0.0
"[8, 256]",0.0005,relu,0.25,0.1902834008097166,0.2609871534820825,0.19230769230769232,0.10755443875942675,0.07729079111778342,0.2418838582011298,0.10919461109661963,0.07939793085280977,0.24760891993370093,0.01
"[8, 256, 512]",0.01,relu,0.5,0.4757085020242915,0.5503718728870859,0.402834008097166,0.17682634837841715,0.26591917007032895,0.18813055773318604,0.15063008294831265,0.2141874447391689,0.1715174340330786,0.0
"[512, 16, 512]",0.005,relu,0.5,0.6396761133603239,0.9093982420554428,0.597165991902834,0.3202481840193705,0.3503932768524517,0.32096801136225417,0.2835874075164249,0.32423594304427383,0.2810881936155716,0.001
[64],0.0005,relu,0.5,0.6821862348178138,0.9553752535496958,0.631578947368421,0.32203654578197904,0.36886444884610387,0.3123722087661387,0.2911181874679693,0.30972814328270354,0.2860778630099656,0.0
"[512, 128]",0.001,relu,0.5,0.6781376518218624,0.9533468559837728,0.631578947368421,0.3235892401461323,0.36735790576850186,0.31504462418104473,0.28629963500020544,0.3140835282603575,0.2801363379429712,0.0
"[512, 16]",0.01,relu,0.5,0.6417004048582996,0.9601081812035159,0.6295546558704453,0.3337585504389248,0.3888228363025314,0.33770426437040957,0.3281279254578527,0.35099169297229205,0.3277955714399707,0.01
[512],0.01,relu,0.25,0.6761133603238867,0.9594320486815415,0.6356275303643725,0.38128234979351355,0.4208505657343202,0.37084076969871715,0.3226868374356693,0.35922717271727167,0.3107061949755942,0.01
"[64, 32, 16]",0.005,relu,0.5,0.6538461538461539,0.9540229885057471,0.645748987854251,0.2947944966019459,0.32590219246772645,0.2900955899234998,0.30181613111658984,0.3321254357679786,0.29489972254365243,0.1
"[16, 16]",0.0005,relu,0.5,0.5566801619433198,0.7126436781609196,0.5344129554655871,0.320440859694778,0.464552732079906,0.3398219714044182,0.28702348956222046,0.317846248701973,0.3532554115665818,0.01
[64],0.001,relu,0.1,0.4777327935222672,0.7045300878972278,0.45546558704453444,0.2868079371290711,0.3171756481250457,0.36367296647725306,0.26401243198559576,0.292780497390865,0.32445406512599884,0.1
"[512, 512, 64, 512]",0.01,relu,0.5,0.5263157894736842,0.6274509803921569,0.5020242914979757,0.2680920079811186,0.28354291590694297,0.28933810958216466,0.26121870128591657,0.2694257320447322,0.27835964419975684,0.0
"[128, 256]",0.001,relu,0.1,0.6842105263157895,0.9817444219066938,0.6437246963562753,0.3211951845666067,0.3694458866483553,0.30894382568350026,0.28122879071914675,0.31825622294372297,0.2712149297725017,0.1
"[128, 8]",0.01,relu,0,0.6700404858299596,0.9810682893847193,0.6234817813765182,0.3020487593389813,0.394719455287836,0.2881268484561664,0.2935447328408248,0.34512575843170956,0.2876484467144667,0.01
[16],0.005,relu,0,0.6862348178137652,0.9513184584178499,0.6295546558704453,0.3052724286893845,0.3438355383523115,0.3015835831464742,0.2802121729507999,0.3064720112689858,0.27287837640622375,0.0
[32],0.005,relu,0.25,0.6842105263157895,0.9601081812035159,0.6234817813765182,0.32496542198902173,0.3612933558908135,0.31430485580203976,0.291242382328171,0.3041524415021194,0.28554592462602474,0.001
"[64, 32]",0.001,relu,0.5,0.6761133603238867,0.9310344827586207,0.6153846153846154,0.33042534294509973,0.36471603969464295,0.31949424909374846,0.2828915533343136,0.302866540649237,0.2795042417226397,0.1
"[8, 256]",0.01,relu,0.5,0.6578947368421053,0.9594320486815415,0.6356275303643725,0.32469949964582656,0.3691780969634231,0.30511146711084136,0.3027874677661959,0.3378761301216428,0.2875383455014243,0.0
"[8, 64, 8, 256]",0.001,relu,0,0.6093117408906883,0.9979716024340771,0.5910931174089069,0.27684504778734587,0.34242225585391195,0.26975529848261387,0.2464844809634523,0.2777581716139693,0.24269218347754015,0.1
"[128, 256]",0.01,relu,0.25,0.6417004048582996,0.9993238674780257,0.6174089068825911,0.27467245479427466,0.3578846337257983,0.2514768147199311,0.26766277925685844,0.38234208486104926,0.24011727549352707,0.0
"[32, 32, 64]",0.0005,relu,0.5,0.6518218623481782,0.905341446923597,0.6396761133603239,0.3434843088295233,0.38396528821939546,0.3362286603056315,0.3091374120252311,0.33145488402841344,0.3124010011916771,0.001
"[256, 256]",0.005,relu,0.25,0.6619433198380567,0.9844489519945909,0.6356275303643725,0.32043875669343036,0.35593067744675183,0.3036738592902548,0.30386319999876427,0.3123388642944765,0.3023866760177774,0.001
"[64, 512, 64, 256]",0.001,relu,0,0.6639676113360324,0.9878296146044625,0.6133603238866396,0.2934316220945141,0.3655549735490153,0.2805184300021597,0.23655097304622333,0.2979269293924466,0.22906483224067703,0.1
"[8, 8, 512]",0.0005,relu,0.5,0.659919028340081,0.931710615280595,0.6214574898785425,0.30940476077182144,0.3866457962453471,0.2917905445674532,0.28513869676602444,0.3330041383593945,0.27514405686339355,0.001
"[256, 256, 256]",0.001,relu,0.5,0.6842105263157895,0.9722785665990534,0.6295546558704453,0.32344721699027296,0.36116578957046414,0.31226294003984867,0.28358502227646915,0.3021018663212919,0.278129002002594,0.001
"[512, 8, 8, 512]",0.0005,relu,0.5,0.6497975708502024,0.9391480730223124,0.6234817813765182,0.31138574402549696,0.35657854294783015,0.3002008626617513,0.2789401887981044,0.2942899268453066,0.2804481423067155,0.0
"[32, 64]",0.005,relu,0.25,0.6761133603238867,0.9607843137254902,0.6336032388663968,0.32180789932204107,0.38189946018893384,0.3195134517881702,0.2753782771213723,0.29796842384870553,0.27791372221910393,0.1
"[16, 32, 16]",0.0005,relu,0,0.6761133603238867,0.973630831643002,0.6376518218623481,0.2849205971210963,0.3514537573339423,0.2792533779705244,0.2631494722820434,0.32366099639916773,0.2527982615983242,0.0
[128],0.005,relu,0.1,0.6700404858299596,0.9878296146044625,0.6437246963562753,0.28642759632915243,0.3565173796791444,0.2808940983612448,0.2737893284257621,0.3487599206349207,0.26156235429545815,0.0
[16],0.01,relu,0.1,0.6862348178137652,0.9574036511156186,0.6396761133603239,0.3070960711103787,0.3567837970874508,0.30032962061278706,0.2896508921855355,0.32272074847780047,0.2800363285344512,0.001
"[32, 8]",0.005,relu,0.25,0.6578947368421053,0.9749830966869506,0.6538461538461539,0.31908450977729436,0.35158476001039296,0.3064241257686189,0.3262254663507207,0.3528595781747042,0.3144392875697632,0.0
"[512, 128, 8]",0.001,relu,0.5,0.6417004048582996,0.9181879648411089,0.5809716599190283,0.33316439713933715,0.35092600289442377,0.3233508756232473,0.28616585451106175,0.29581426928987903,0.27948795531320564,0.001
"[32, 32]",0.01,relu,0.25,0.6761133603238867,0.964841108857336,0.6497975708502024,0.33029294739584136,0.3586614989364274,0.3198928605295939,0.31683997705468103,0.3321557818255393,0.31054754752345487,0.0
"[512, 8]",0.01,relu,0,0.6578947368421053,0.9621365787694388,0.6376518218623481,0.3207087419175092,0.3713292535837178,0.3106800032644839,0.2966336264381734,0.33307780182780183,0.29325010422476006,0.1
